Name,Type,Total,Electricity,Kerosene,Solar,OtherOil,Other,None
STATE - KARNATAKA,Rural," 	7,864,196 "," 	6,819,812 "," 	965,641 "," 	19,187 "," 	13,426 "," 	5,244 "," 	40,886 "
STATE - KARNATAKA,Urban," 	5,315,715 "," 	5,125,655 "," 	163,018 "," 	5,893 "," 	4,762 "," 	3,509 "," 	12,878 "
District - Belgaum,Total," 	963,825 "," 	808,827 "," 	144,369 "," 	1,852 "," 	1,473 ", 	685 ," 	6,619 "
District - Belgaum,Rural," 	708,069 "," 	565,135 "," 	134,036 "," 	1,563 "," 	1,278 ", 	506 ," 	5,551 "
District - Belgaum,Urban," 	255,756 "," 	243,692 "," 	10,333 ", 	289 , 	195 , 	179 ," 	1,068 "
District - Bagalkot,Total," 	355,377 "," 	301,389 "," 	49,877 ", 	627 ," 	1,116 ", 	146 ," 	2,222 "
District - Bagalkot,Rural," 	238,746 "," 	195,847 "," 	40,039 ", 	442 , 	748 , 	93 ," 	1,577 "
District - Bagalkot,Urban," 	116,631 "," 	105,542 "," 	9,838 ", 	185 , 	368 , 	53 , 	645 
District - Bijapur,Total," 	405,076 "," 	326,594 "," 	73,723 "," 	1,001 ", 	811 , 	325 ," 	2,622 "
District - Bijapur,Rural," 	307,984 "," 	237,181 "," 	67,049 ", 	886 , 	696 , 	275 ," 	1,897 "
District - Bijapur,Urban," 	97,092 "," 	89,413 "," 	6,674 ", 	115 , 	115 , 	50 , 	725 
District - Bidar,Total," 	313,521 "," 	271,439 "," 	37,907 ", 	539 , 	564 , 	497 ," 	2,575 "
District - Bidar,Rural," 	237,380 "," 	201,272 "," 	32,741 ", 	418 , 	470 , 	271 ," 	2,208 "
District - Bidar,Urban," 	76,141 "," 	70,167 "," 	5,166 ", 	121 , 	94 , 	226 , 	367 
District - Raichur,Total," 	359,337 "," 	314,547 "," 	40,009 "," 	1,101 ", 	731 , 	243 ," 	2,706 "
District - Raichur,Rural," 	264,274 "," 	227,259 "," 	33,197 ", 	942 , 	591 , 	196 ," 	2,089 "
District - Raichur,Urban," 	95,063 "," 	87,288 "," 	6,812 ", 	159 , 	140 , 	47 , 	617 
District - Koppal,Total," 	259,396 "," 	223,166 "," 	33,221 ", 	388 , 	529 , 	215 ," 	1,877 "
District - Koppal,Rural," 	213,217 "," 	181,159 "," 	29,480 ", 	334 , 	476 , 	188 ," 	1,580 "
District - Koppal,Urban," 	46,179 "," 	42,007 "," 	3,741 ", 	54 , 	53 , 	27 , 	297 
District - Gadag,Total," 	215,602 "," 	198,064 "," 	16,236 ", 	370 , 	293 , 	88 , 	551 
District - Gadag,Rural," 	137,799 "," 	126,805 "," 	10,061 ", 	244 , 	201 , 	74 , 	414 
District - Gadag,Urban," 	77,803 "," 	71,259 "," 	6,175 ", 	126 , 	92 , 	14 , 	137 
District - Dharwad,Total," 	372,054 "," 	347,962 "," 	22,217 ", 	414 , 	433 , 	178 , 	850 
District - Dharwad,Rural," 	157,960 "," 	143,454 "," 	13,549 ", 	215 , 	271 , 	64 , 	407 
District - Dharwad,Urban," 	214,094 "," 	204,508 "," 	8,668 ", 	199 , 	162 , 	114 , 	443 
District - Uttara Kannada,Total," 	319,912 "," 	290,791 "," 	26,754 "," 	1,251 ", 	328 , 	184 , 	604 
District - Uttara Kannada,Rural," 	226,803 "," 	201,620 "," 	23,147 "," 	1,142 ", 	256 , 	163 , 	475 
District - Uttara Kannada,Urban," 	93,109 "," 	89,171 "," 	3,607 ", 	109 , 	72 , 	21 , 	129 
District - Haveri,Total," 	325,456 "," 	295,937 "," 	27,487 ", 	392 , 	350 , 	100 ," 	1,190 "
District - Haveri,Rural," 	254,181 "," 	229,348 "," 	23,186 ", 	292 , 	279 , 	67 ," 	1,009 "
District - Haveri,Urban," 	71,275 "," 	66,589 "," 	4,301 ", 	100 , 	71 , 	33 , 	181 
District - Bellary,Total," 	481,704 "," 	440,374 "," 	37,092 ", 	602 , 	545 , 	794 ," 	2,297 "
District - Bellary,Rural," 	291,383 "," 	259,439 "," 	28,851 ", 	447 , 	347 , 	705 ," 	1,594 "
District - Bellary,Urban," 	190,321 "," 	180,935 "," 	8,241 ", 	155 , 	198 , 	89 , 	703 
District - Chitradurga,Total," 	354,143 "," 	307,257 "," 	41,592 "," 	1,967 ", 	546 , 	173 ," 	2,608 "
District - Chitradurga,Rural," 	282,019 "," 	240,398 "," 	37,047 "," 	1,780 ", 	499 , 	149 ," 	2,146 "
District - Chitradurga,Urban," 	72,124 "," 	66,859 "," 	4,545 ", 	187 , 	47 , 	24 , 	462 
District - Davanagere,Total," 	404,840 "," 	372,671 "," 	29,297 ", 	578 , 	536 , 	150 ," 	1,608 "
District - Davanagere,Rural," 	272,929 "," 	245,923 "," 	24,638 ", 	442 , 	461 , 	118 ," 	1,347 "
District - Davanagere,Urban," 	131,911 "," 	126,748 "," 	4,659 ", 	136 , 	75 , 	32 , 	261 
District - Shimoga,Total," 	402,139 "," 	363,835 "," 	35,281 ", 	753 , 	736 , 	217 ," 	1,317 "
District - Shimoga,Rural," 	257,060 "," 	224,484 "," 	30,246 ", 	541 , 	558 , 	153 ," 	1,078 "
District - Shimoga,Urban," 	145,079 "," 	139,351 "," 	5,035 ", 	212 , 	178 , 	64 , 	239 
District - Udupi,Total," 	246,313 "," 	224,814 "," 	19,643 ", 	933 , 	393 , 	113 , 	417 
District - Udupi,Rural," 	174,548 "," 	155,753 "," 	17,322 ", 	843 , 	226 , 	84 , 	320 
District - Udupi,Urban," 	71,765 "," 	69,061 "," 	2,321 ", 	90 , 	167 , 	29 , 	97 
District - Chikmagalur,Total," 	272,173 "," 	238,505 "," 	30,527 "," 	1,082 ", 	658 , 	151 ," 	1,250 "
District - Chikmagalur,Rural," 	215,334 "," 	183,737 "," 	28,782 "," 	1,022 ", 	521 , 	122 ," 	1,150 "
District - Chikmagalur,Urban," 	56,839 "," 	54,768 "," 	1,745 ", 	60 , 	137 , 	29 , 	100 
District - Tumkur,Total," 	636,394 "," 	562,769 "," 	68,728 ", 	710 ," 	1,080 ", 	418 ," 	2,689 "
District - Tumkur,Rural," 	495,885 "," 	428,121 "," 	63,556 ", 	590 , 	992 , 	293 ," 	2,333 "
District - Tumkur,Urban," 	140,509 "," 	134,648 "," 	5,172 ", 	120 , 	88 , 	125 , 	356 
District - Bangalore,Total," 	2,377,056 "," 	2,330,631 "," 	35,488 "," 	2,646 "," 	2,167 "," 	1,911 "," 	4,213 "
District - Bangalore,Rural," 	207,628 "," 	198,822 "," 	7,312 ", 	226 , 	391 , 	147 , 	730 
District - Bangalore,Urban," 	2,169,428 "," 	2,131,809 "," 	28,176 "," 	2,420 "," 	1,776 "," 	1,764 "," 	3,483 "
District - Mandya,Total," 	426,578 "," 	391,033 "," 	33,480 ", 	408 , 	352 , 	170 ," 	1,135 "
District - Mandya,Rural," 	354,049 "," 	321,501 "," 	30,786 ", 	359 , 	306 , 	111 , 	986 
District - Mandya,Urban," 	72,529 "," 	69,532 "," 	2,694 ", 	49 , 	46 , 	59 , 	149 
District - Hassan,Total," 	429,292 "," 	400,702 "," 	26,408 ", 	374 , 	411 , 	98 ," 	1,299 "
District - Hassan,Rural," 	339,911 "," 	313,271 "," 	24,660 ", 	332 , 	366 , 	91 ," 	1,191 "
District - Hassan,Urban," 	89,381 "," 	87,431 "," 	1,748 ", 	42 , 	45 , 	7 , 	108 
District - Dakshina Kannada,Total," 	425,291 "," 	386,300 "," 	35,795 "," 	1,714 ", 	375 , 	251 , 	856 
District - Dakshina Kannada,Rural," 	220,806 "," 	186,967 "," 	31,202 "," 	1,588 ", 	293 , 	126 , 	630 
District - Dakshina Kannada,Urban," 	204,485 "," 	199,333 "," 	4,593 ", 	126 , 	82 , 	125 , 	226 
District - Kodagu,Total," 	138,303 "," 	113,931 "," 	22,033 "," 	1,116 ", 	211 , 	158 , 	854 
District - Kodagu,Rural," 	118,509 "," 	94,751 "," 	21,483 "," 	1,099 ", 	205 , 	153 , 	818 
District - Kodagu,Urban," 	19,794 "," 	19,180 ", 	550 , 	17 , 	6 , 	5 , 	36 
District - Mysore,Total," 	688,422 "," 	640,868 "," 	43,747 ", 	766 , 	588 , 	358 ," 	2,095 "
District - Mysore,Rural," 	401,655 "," 	360,495 "," 	38,156 ", 	584 , 	469 , 	207 ," 	1,744 "
District - Mysore,Urban," 	286,767 "," 	280,373 "," 	5,591 ", 	182 , 	119 , 	151 , 	351 
District - Chamrajnagar,Total," 	244,198 "," 	212,156 "," 	29,837 ", 	620 , 	229 , 	183 ," 	1,173 "
District - Chamrajnagar,Rural," 	203,748 "," 	174,499 "," 	27,423 ", 	577 , 	200 , 	154 , 	895 
District - Chamrajnagar,Urban," 	40,450 "," 	37,657 "," 	2,414 ", 	43 , 	29 , 	29 , 	278 
District - Gulbarga,Total," 	465,245 "," 	404,767 "," 	56,097 ", 	800 , 	808 , 	232 ," 	2,541 "
District - Gulbarga,Rural," 	311,531 "," 	259,604 "," 	48,493 ", 	622 , 	693 , 	171 ," 	1,948 "
District - Gulbarga,Urban," 	153,714 "," 	145,163 "," 	7,604 ", 	178 , 	115 , 	61 , 	593 
District - Yadgir,Total," 	200,424 "," 	156,222 "," 	41,459 ", 	532 , 	475 , 	109 ," 	1,627 "
District - Yadgir,Rural," 	161,665 "," 	121,388 "," 	37,893 ", 	467 , 	377 , 	90 ," 	1,450 "
District - Yadgir,Urban," 	38,759 "," 	34,834 "," 	3,566 ", 	65 , 	98 , 	19 , 	177 
District - Kolar,Total," 	330,990 "," 	309,494 "," 	19,167 ", 	518 , 	371 , 	270 ," 	1,170 "
District - Kolar,Rural," 	226,245 "," 	208,976 "," 	15,538 ", 	350 , 	307 , 	223 , 	851 
District - Kolar,Urban," 	104,745 "," 	100,518 "," 	3,629 ", 	168 , 	64 , 	47 , 	319 
District - Chikkaballapura,Total," 	282,311 "," 	257,243 "," 	22,679 ", 	389 , 	458 , 	130 ," 	1,412 "
District - Chikkaballapura,Rural," 	220,309 "," 	197,413 "," 	20,781 ", 	299 , 	415 , 	101 ," 	1,300 "
District - Chikkaballapura,Urban," 	62,002 "," 	59,830 "," 	1,898 ", 	90 , 	43 , 	29 , 	112 
District - Bangalore Rural,Total," 	224,745 "," 	214,253 "," 	9,369 ", 	190 , 	303 , 	114 , 	516 
District - Bangalore Rural,Rural," 	162,398 "," 	153,944 "," 	7,567 ", 	146 , 	253 , 	82 , 	406 
District - Bangalore Rural,Urban," 	62,347 "," 	60,309 "," 	1,802 ", 	44 , 	50 , 	32 , 	110 
District - Ramanagara,Total," 	259,794 "," 	238,926 "," 	19,140 ", 	447 , 	318 , 	92 , 	871 
District - Ramanagara,Rural," 	200,171 "," 	181,246 "," 	17,420 ", 	395 , 	281 , 	67 , 	762 
District - Ramanagara,Urban," 	59,623 "," 	57,680 "," 	1,720 ", 	52 , 	37 , 	25 , 	109 
STATE - KERALA,Total," 	7,716,370 "," 	7,284,706 "," 	404,513 "," 	13,523 "," 	6,754 "," 	3,966 "," 	2,908 "
STATE - KERALA,Rural," 	4,095,674 "," 	3,772,137 "," 	304,225 "," 	10,997 "," 	4,156 "," 	2,447 "," 	1,712 "
STATE - KERALA,Urban," 	3,620,696 "," 	3,512,569 "," 	100,288 "," 	2,526 "," 	2,598 "," 	1,519 "," 	1,196 "
District - Kasaragod,Total," 	267,762 "," 	237,670 "," 	28,514 ", 	794 , 	380 , 	194 , 	210 
District - Kasaragod,Rural," 	165,969 "," 	140,030 "," 	24,649 ", 	722 , 	279 , 	151 , 	138 
District - Kasaragod,Urban," 	101,793 "," 	97,640 "," 	3,865 ", 	72 , 	101 , 	43 , 	72 
District - Kannur,Total," 	543,209 "," 	511,167 "," 	30,442 ", 	538 , 	522 , 	408 , 	132 
District - Kannur,Rural," 	198,846 "," 	175,116 "," 	22,865 ", 	362 , 	208 , 	255 , 	40 
District - Kannur,Urban," 	344,363 "," 	336,051 "," 	7,577 ", 	176 , 	314 , 	153 , 	92 
District - Wayanad,Total," 	185,403 "," 	149,864 "," 	34,645 ", 	545 , 	242 , 	80 , 	27 
District - Wayanad,Rural," 	178,686 "," 	143,902 "," 	33,917 ", 	539 , 	223 , 	78 , 	27 
District - Wayanad,Urban," 	6,717 "," 	5,962 ", 	728 , 	6 , 	19 , 	2 , 	-00 
District - Kozhikode,Total," 	683,825 "," 	641,660 "," 	40,466 ", 	715 , 	592 , 	270 , 	122 
District - Kozhikode,Rural," 	232,228 "," 	210,083 "," 	21,470 ", 	306 , 	230 , 	104 , 	35 
District - Kozhikode,Urban," 	451,597 "," 	431,577 "," 	18,996 ", 	409 , 	362 , 	166 , 	87 
District - Malappuram,Total," 	774,595 "," 	730,119 "," 	42,603 ", 	715 , 	683 , 	297 , 	178 
District - Malappuram,Rural," 	437,511 "," 	406,846 "," 	29,476 ", 	507 , 	410 , 	176 , 	96 
District - Malappuram,Urban," 	337,084 "," 	323,273 "," 	13,127 ", 	208 , 	273 , 	121 , 	82 
District - Palakkad,Total," 	628,287 "," 	587,583 "," 	38,818 ", 	842 , 	501 , 	206 , 	337 
District - Palakkad,Rural," 	476,318 "," 	440,142 "," 	34,565 ", 	752 , 	419 , 	154 , 	286 
District - Palakkad,Urban," 	151,969 "," 	147,441 "," 	4,253 ", 	90 , 	82 , 	52 , 	51 
District - Thrissur,Total," 	743,830 "," 	721,625 "," 	20,422 ", 	696 , 	455 , 	321 , 	311 
District - Thrissur,Rural," 	246,928 "," 	236,373 "," 	9,826 ", 	321 , 	172 , 	111 , 	125 
District - Thrissur,Urban," 	496,902 "," 	485,252 "," 	10,596 ", 	375 , 	283 , 	210 , 	186 
District - Ernakulam,Total," 	791,737 "," 	771,287 "," 	18,835 ", 	675 , 	414 , 	322 , 	204 
District - Ernakulam,Rural," 	256,310 "," 	245,191 "," 	10,317 ", 	439 , 	185 , 	129 , 	49 
District - Ernakulam,Urban," 	535,427 "," 	526,096 "," 	8,518 ", 	236 , 	229 , 	193 , 	155 
District - Idukki,Total," 	276,976 "," 	244,844 "," 	27,149 "," 	4,170 ", 	304 , 	308 , 	201 
District - Idukki,Rural," 	264,649 "," 	232,721 "," 	26,965 "," 	4,162 ", 	297 , 	307 , 	197 
District - Idukki,Urban," 	12,327 "," 	12,123 ", 	184 , 	8 , 	7 , 	1 , 	4 
District - Kottayam,Total," 	480,453 "," 	464,039 "," 	15,074 ", 	628 , 	337 , 	251 , 	124 
District - Kottayam,Rural," 	342,707 "," 	328,771 "," 	12,918 ", 	492 , 	252 , 	198 , 	76 
District - Kottayam,Urban," 	137,746 "," 	135,268 "," 	2,156 ", 	136 , 	85 , 	53 , 	48 
District - Alappuzha,Total," 	528,275 "," 	507,913 "," 	18,941 ", 	553 , 	345 , 	288 , 	235 
District - Alappuzha,Rural," 	245,849 "," 	234,218 "," 	10,828 ", 	350 , 	165 , 	157 , 	131 
District - Alappuzha,Urban," 	282,426 "," 	273,695 "," 	8,113 ", 	203 , 	180 , 	131 , 	104 
District - Pathanamthitta,Total," 	319,968 "," 	302,296 "," 	16,556 ", 	500 , 	307 , 	201 , 	108 
District - Pathanamthitta,Rural," 	285,389 "," 	268,994 "," 	15,362 ", 	473 , 	284 , 	185 , 	91 
District - Pathanamthitta,Urban," 	34,579 "," 	33,302 "," 	1,194 ", 	27 , 	23 , 	16 , 	17 
District - Kollam,Total," 	663,276 "," 	630,767 "," 	30,323 ", 	890 , 	702 , 	310 , 	284 
District - Kollam,Rural," 	373,677 "," 	349,342 "," 	22,887 ", 	636 , 	462 , 	175 , 	175 
District - Kollam,Urban," 	289,599 "," 	281,425 "," 	7,436 ", 	254 , 	240 , 	135 , 	109 
District - Thiruvananthapuram,Total," 	828,774 "," 	783,872 "," 	41,725 "," 	1,262 ", 	970 , 	510 , 	435 
District - Thiruvananthapuram,Rural," 	390,607 "," 	360,408 "," 	28,180 ", 	936 , 	570 , 	267 , 	246 
District - Thiruvananthapuram,Urban," 	438,167 "," 	423,464 "," 	13,545 ", 	326 , 	400 , 	243 , 	189 
STATE - LAKSHADWEEP,Total," 	10,703 "," 	10,669 ", 	22 , 	4 , 	-00 , 	5 , 	3 
STATE - LAKSHADWEEP,Rural," 	2,523 "," 	2,517 ", 	5 , 	-00 , 	-00 , 	1 , 	-00 
STATE - LAKSHADWEEP,Urban," 	8,180 "," 	8,152 ", 	17 , 	4 , 	-00 , 	4 , 	3 
District - Lakshadweep,Total," 	10,703 "," 	10,669 ", 	22 , 	4 , 	-00 , 	5 , 	3 
District - Lakshadweep,Rural," 	2,523 "," 	2,517 ", 	5 , 	-00 , 	-00 , 	1 , 	-00 
District - Lakshadweep,Urban," 	8,180 "," 	8,152 ", 	17 , 	4 , 	-00 , 	4 , 	3 
STATE - MADHYA PRADESH,Total," 	14,967,597 "," 	10,044,644 "," 	4,801,602 "," 	40,089 "," 	31,203 "," 	16,021 "," 	34,038 "
STATE - MADHYA PRADESH,Rural," 	11,122,365 "," 	6,479,144 "," 	4,546,696 "," 	36,275 "," 	24,901 "," 	10,545 "," 	24,804 "
STATE - MADHYA PRADESH,Urban," 	3,845,232 "," 	3,565,500 "," 	254,906 "," 	3,814 "," 	6,302 "," 	5,476 "," 	9,234 "
District - Sheopur,Total," 	144,748 "," 	74,770 "," 	67,260 "," 	1,643 ", 	187 , 	346 , 	542 
District - Sheopur,Rural," 	124,647 "," 	56,621 "," 	65,465 "," 	1,632 ", 	176 , 	244 , 	509 
District - Sheopur,Urban," 	20,101 "," 	18,149 "," 	1,795 ", 	11 , 	11 , 	102 , 	33 
District - Morena,Total," 	362,309 "," 	131,486 "," 	227,377 ", 	774 ," 	1,007 ", 	566 ," 	1,099 "
District - Morena,Rural," 	286,015 "," 	63,420 "," 	219,882 ", 	708 , 	834 , 	410 , 	761 
District - Morena,Urban," 	76,294 "," 	68,066 "," 	7,495 ", 	66 , 	173 , 	156 , 	338 
District - Bhind,Total," 	298,256 "," 	107,819 "," 	187,797 ", 	584 ," 	1,161 ", 	421 , 	474 
District - Bhind,Rural," 	227,645 "," 	51,778 "," 	173,991 ", 	473 , 	831 , 	292 , 	280 
District - Bhind,Urban," 	70,611 "," 	56,041 "," 	13,806 ", 	111 , 	330 , 	129 , 	194 
District - Gwalior,Total," 	369,505 "," 	306,859 "," 	58,583 "," 	1,481 ", 	936 , 	520 ," 	1,126 "
District - Gwalior,Rural," 	144,130 "," 	88,553 "," 	52,754 "," 	1,330 ", 	621 , 	285 , 	587 
District - Gwalior,Urban," 	225,375 "," 	218,306 "," 	5,829 ", 	151 , 	315 , 	235 , 	539 
District - Datia,Total," 	159,536 "," 	97,696 "," 	60,177 ", 	188 , 	840 , 	222 , 	413 
District - Datia,Rural," 	126,467 "," 	68,053 "," 	57,179 ", 	171 , 	788 , 	44 , 	232 
District - Datia,Urban," 	33,069 "," 	29,643 "," 	2,998 ", 	17 , 	52 , 	178 , 	181 
District - Shivpuri,Total," 	356,362 "," 	148,128 "," 	203,713 ", 	691 ," 	1,371 "," 	1,937 ", 	522 
District - Shivpuri,Rural," 	303,041 "," 	99,207 "," 	200,198 ", 	641 ," 	1,244 "," 	1,355 ", 	396 
District - Shivpuri,Urban," 	53,321 "," 	48,921 "," 	3,515 ", 	50 , 	127 , 	582 , 	126 
District - Tikamgarh,Total," 	299,214 "," 	132,725 "," 	164,536 ", 	576 , 	876 , 	174 , 	327 
District - Tikamgarh,Rural," 	253,752 "," 	98,575 "," 	153,473 ", 	497 , 	768 , 	143 , 	296 
District - Tikamgarh,Urban," 	45,462 "," 	34,150 "," 	11,063 ", 	79 , 	108 , 	31 , 	31 
District - Chhatarpur,Total," 	370,885 "," 	176,056 "," 	192,108 ", 	820 ," 	1,160 ", 	295 , 	446 
District - Chhatarpur,Rural," 	299,608 "," 	117,229 "," 	180,345 ", 	743 , 	915 , 	123 , 	253 
District - Chhatarpur,Urban," 	71,277 "," 	58,827 "," 	11,763 ", 	77 , 	245 , 	172 , 	193 
District - Panna,Total," 	233,654 "," 	76,097 "," 	156,291 ", 	669 , 	369 , 	80 , 	148 
District - Panna,Rural," 	209,035 "," 	56,944 "," 	150,914 ", 	627 , 	348 , 	73 , 	129 
District - Panna,Urban," 	24,619 "," 	19,153 "," 	5,377 ", 	42 , 	21 , 	7 , 	19 
District - Sagar,Total," 	509,355 "," 	366,494 "," 	139,587 ", 	646 , 	921 , 	556 ," 	1,151 "
District - Sagar,Rural," 	376,804 "," 	246,845 "," 	127,606 ", 	546 , 	684 , 	300 , 	823 
District - Sagar,Urban," 	132,551 "," 	119,649 "," 	11,981 ", 	100 , 	237 , 	256 , 	328 
District - Damoh,Total," 	301,115 "," 	187,731 "," 	111,888 ", 	434 , 	409 , 	226 , 	427 
District - Damoh,Rural," 	250,346 "," 	142,620 "," 	106,550 ", 	373 , 	258 , 	194 , 	351 
District - Damoh,Urban," 	50,769 "," 	45,111 "," 	5,338 ", 	61 , 	151 , 	32 , 	76 
District - Satna,Total," 	478,753 "," 	294,702 "," 	181,815 ", 	772 , 	686 , 	218 , 	560 
District - Satna,Rural," 	390,426 "," 	217,651 "," 	171,073 ", 	685 , 	536 , 	126 , 	355 
District - Satna,Urban," 	88,327 "," 	77,051 "," 	10,742 ", 	87 , 	150 , 	92 , 	205 
District - Rewa,Total," 	540,373 "," 	251,132 "," 	286,128 "," 	1,407 ", 	718 , 	384 , 	604 
District - Rewa,Rural," 	467,403 "," 	190,365 "," 	274,461 "," 	1,273 ", 	611 , 	257 , 	436 
District - Rewa,Urban," 	72,970 "," 	60,767 "," 	11,667 ", 	134 , 	107 , 	127 , 	168 
District - Umaria,Total," 	144,429 "," 	67,975 "," 	75,419 ", 	195 , 	277 , 	180 , 	383 
District - Umaria,Rural," 	121,448 "," 	49,520 "," 	70,972 ", 	175 , 	246 , 	163 , 	372 
District - Umaria,Urban," 	22,981 "," 	18,455 "," 	4,447 ", 	20 , 	31 , 	17 , 	11 
District - Neemuch,Total," 	175,666 "," 	145,258 "," 	29,266 ", 	152 , 	244 , 	170 , 	576 
District - Neemuch,Rural," 	129,968 "," 	101,754 "," 	27,335 ", 	121 , 	203 , 	110 , 	445 
District - Neemuch,Urban," 	45,698 "," 	43,504 "," 	1,931 ", 	31 , 	41 , 	60 , 	131 
District - Mandsaur,Total," 	284,411 "," 	239,885 "," 	42,711 ", 	277 , 	495 , 	259 , 	784 
District - Mandsaur,Rural," 	229,006 "," 	186,564 "," 	40,805 ", 	241 , 	440 , 	241 , 	715 
District - Mandsaur,Urban," 	55,405 "," 	53,321 "," 	1,906 ", 	36 , 	55 , 	18 , 	69 
District - Ratlam,Total," 	293,116 "," 	213,825 "," 	76,595 ", 	336 , 	686 , 	375 ," 	1,299 "
District - Ratlam,Rural," 	211,063 "," 	135,046 "," 	73,813 ", 	292 , 	606 , 	164 ," 	1,142 "
District - Ratlam,Urban," 	82,053 "," 	78,779 "," 	2,782 ", 	44 , 	80 , 	211 , 	157 
District - Ujjain,Total," 	384,278 "," 	323,379 "," 	58,422 ", 	388 , 	569 , 	614 , 	906 
District - Ujjain,Rural," 	237,288 "," 	181,166 "," 	54,503 ", 	288 , 	393 , 	308 , 	630 
District - Ujjain,Urban," 	146,990 "," 	142,213 "," 	3,919 ", 	100 , 	176 , 	306 , 	276 
District - Shajapur,Total," 	298,266 "," 	232,735 "," 	64,077 ", 	460 , 	381 , 	135 , 	478 
District - Shajapur,Rural," 	243,638 "," 	181,240 "," 	61,181 ", 	438 , 	256 , 	90 , 	433 
District - Shajapur,Urban," 	54,628 "," 	51,495 "," 	2,896 ", 	22 , 	125 , 	45 , 	45 
District - Dewas,Total," 	304,742 "," 	270,457 "," 	32,576 ", 	358 , 	403 , 	323 , 	625 
District - Dewas,Rural," 	220,809 "," 	189,027 "," 	30,436 ", 	285 , 	344 , 	279 , 	438 
District - Dewas,Urban," 	83,933 "," 	81,430 "," 	2,140 ", 	73 , 	59 , 	44 , 	187 
District - Dhar,Total," 	419,813 "," 	349,639 "," 	67,015 ", 	874 , 	713 , 	282 ," 	1,290 "
District - Dhar,Rural," 	339,844 "," 	273,348 "," 	64,003 ", 	525 , 	619 , 	244 ," 	1,105 "
District - Dhar,Urban," 	79,969 "," 	76,291 "," 	3,012 ", 	349 , 	94 , 	38 , 	185 
District - Indore,Total," 	615,334 "," 	593,576 "," 	18,176 ", 	821 , 	544 , 	699 ," 	1,518 "
District - Indore,Rural," 	153,259 "," 	140,133 "," 	12,167 ", 	292 , 	221 , 	112 , 	334 
District - Indore,Urban," 	462,075 "," 	453,443 "," 	6,009 ", 	529 , 	323 , 	587 ," 	1,184 "
District - West Nimar,Total," 	366,578 "," 	304,291 "," 	59,728 ", 	361 , 	555 , 	350 ," 	1,293 "
District - West Nimar,Rural," 	309,603 "," 	250,450 "," 	56,983 ", 	315 , 	438 , 	293 ," 	1,124 "
District - West Nimar,Urban," 	56,975 "," 	53,841 "," 	2,745 ", 	46 , 	117 , 	57 , 	169 
District - Barwani,Total," 	243,061 "," 	181,139 "," 	59,132 ", 	920 , 	762 , 	186 , 	922 
District - Barwani,Rural," 	205,589 "," 	146,726 "," 	56,235 ", 	899 , 	726 , 	171 , 	832 
District - Barwani,Urban," 	37,472 "," 	34,413 "," 	2,897 ", 	21 , 	36 , 	15 , 	90 
District - Rajgarh,Total," 	341,848 "," 	231,130 "," 	108,167 ", 	717 ," 	1,328 ", 	187 , 	319 
District - Rajgarh,Rural," 	289,795 "," 	183,211 "," 	104,304 ", 	672 ," 	1,244 ", 	129 , 	235 
District - Rajgarh,Urban," 	52,053 "," 	47,919 "," 	3,863 ", 	45 , 	84 , 	58 , 	84 
District - Vidisha,Total," 	297,419 "," 	181,510 "," 	113,529 ", 	332 ," 	1,043 ", 	337 , 	668 
District - Vidisha,Rural," 	231,876 "," 	122,472 "," 	107,621 ", 	266 , 	912 , 	245 , 	360 
District - Vidisha,Urban," 	65,543 "," 	59,038 "," 	5,908 ", 	66 , 	131 , 	92 , 	308 
District - Bhopal,Total," 	487,750 "," 	452,912 "," 	31,691 ", 	583 ," 	1,017 ", 	674 , 	873 
District - Bhopal,Rural," 	91,084 "," 	68,041 "," 	22,137 ", 	149 , 	355 , 	269 , 	133 
District - Bhopal,Urban," 	396,666 "," 	384,871 "," 	9,554 ", 	434 , 	662 , 	405 , 	740 
District - Sehore,Total," 	251,586 "," 	212,138 "," 	38,312 ", 	199 , 	345 , 	167 , 	425 
District - Sehore,Rural," 	206,935 "," 	169,834 "," 	36,222 ", 	179 , 	274 , 	123 , 	303 
District - Sehore,Urban," 	44,651 "," 	42,304 "," 	2,090 ", 	20 , 	71 , 	44 , 	122 
District - Raisen,Total," 	274,210 "," 	194,373 "," 	76,614 "," 	1,731 ", 	692 , 	242 , 	558 
District - Raisen,Rural," 	214,616 "," 	140,270 "," 	71,384 "," 	1,673 ", 	594 , 	212 , 	483 
District - Raisen,Urban," 	59,594 "," 	54,103 "," 	5,230 ", 	58 , 	98 , 	30 , 	75 
District - Betul,Total," 	327,074 "," 	230,974 "," 	88,951 "," 	5,602 ", 	656 , 	241 , 	650 
District - Betul,Rural," 	260,878 "," 	168,945 "," 	85,080 "," 	5,580 ", 	533 , 	210 , 	530 
District - Betul,Urban," 	66,196 "," 	62,029 "," 	3,871 ", 	22 , 	123 , 	31 , 	120 
District - Harda,Total," 	110,981 "," 	95,066 "," 	15,290 ", 	156 , 	209 , 	27 , 	233 
District - Harda,Rural," 	88,422 "," 	73,645 "," 	14,239 ", 	140 , 	161 , 	17 , 	220 
District - Harda,Urban," 	22,559 "," 	21,421 "," 	1,051 ", 	16 , 	48 , 	10 , 	13 
District - Hoshangabad,Total," 	252,562 "," 	198,076 "," 	52,496 ", 	715 , 	619 , 	233 , 	423 
